label,message,label_num,message_length,processed_message
ham,Congrats kano..whr s the treat maga?,0,36,congrats kano whr treat maga
ham,Who u talking about?,0,20,talking
ham,Yup...,0,6,yup
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,150,wake already wat picking us later rite taking sq825 reaching ard 7 smth 8 like dat check arrival time ya soon
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,0,73,yunny walking citylink faster come hungry
ham,Er yep sure. Props?,0,19,er yep sure props
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0,153,hiya paying money account thanks got pleasant surprise checked balance n't get statements 4 acc
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1,158,nokia 6230 plus free digital camera get win free auction take part send nokia 83383 pobox114/14tcr/w1 16
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0,45,ok ill send lt decimal gt ok
ham,Bognor it is! Should be splendid at this time of year.,0,54,bognor splendid time year
ham,Yes.i'm in office da:),0,22,yes.i office da
ham,Ok. I only ask abt e movie. U wan ktv oso?,0,42,ok ask abt movie wan ktv oso
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0,179,misplaced number sending texts old number wondering heard year best mcat got number atlanta friends
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,0,80,dunno lei might eatin wif frens wan eat wait 4 lar
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,99,free entry 250 weekly comp send word win 80086 18 www.txttowin.co.uk
ham,Do u noe how 2 send files between 2 computers?,0,46,noe 2 send files 2 computers
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0,158,mmmmm loved waking words morning miss love hope day goes well happy wait us together
ham,jay says he'll put in  &lt;#&gt;,0,32,jay says put lt gt
ham,Can you just come in for a sec? There's somebody here I want you to see,0,71,come sec somebody want see
ham,So the sun is anti sleep medicine.,0,34,sun anti sleep medicine
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0,104,happening gotten job begun registration permanent residency
ham,Yup ok...,0,9,yup ok
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0,95,glad went well come 11 plenty time claire goes work
ham,Ok enjoy . R u there in home.,0,29,ok enjoy home
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,155,pls pls send mail know relatives coming deliver know costs risks benefits anything else thanks
ham,You do what all you like,0,24,like
ham,That's y we haf to combine n c how lor...,0,41,haf combine lor
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0,106,monthly amount terrible pay anything till 6months finishing school
ham,Hmmm:)how many players selected?,0,32,hmmm many players selected
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0,112,said gon na snow start around 8 9 pm tonite predicting inch accumulation
ham,I dont. Can you send it to me. Plus how's mode.,0,47,dont send plus mode
ham,Aiyo please ü got time meh.,0,27,aiyo please got time meh
ham,Package all your programs well,0,30,package programs well
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",0,289,sister belongs 2 family hope tomorrow pray 4 fated 4 shoranur train incident lets hold hands together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pass stop violence women
ham,So are you guys asking that i get that slippers again or its gone with last year,0,80,guys asking get slippers gone last year
ham,Company is very good.environment is terrific and food is really nice:),0,70,company good.environment terrific food really nice
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1,101,text82228 get ringtones logos games www.txt82228.com questions info txt82228.co.uk
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0,122,honestly made lovely cup tea promptly dropped keys burnt fingers getting
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,0,59,yup studying surfing lor lazy mode today
ham,Please sen :)my kind advice :-)please come here and try:-),0,58,please sen kind advice please come try
ham,I'm done. C ü there.,0,20,done
ham,"Oh fine, I'll be by tonight",0,27,oh fine tonight
ham,Ü give me some time to walk there.,0,34,give time walk
ham,I'll reach in ard 20 mins ok...,0,31,reach ard 20 mins ok
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,156,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop 80122300p/wk sp rwm ph:08704050406
ham,Fuck babe ... What happened to you ? How come you never came back?,0,66,fuck babe happened come never came back
spam,This message is brought to you by GMW Ltd. and is not connected to the,1,70,message brought gmw ltd connected
ham,"Some friends want me to drive em someplace, probably take a while",0,65,friends want drive em someplace probably take
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0,95,also thk fast xy suggest one dun wan ok going 2 rain leh got gd
ham,Are you still getting the goods.,0,32,still getting goods
ham,And maybe some pressies,0,23,maybe pressies
ham,"Yeah I am, so I'll leave maybe 7ish?",0,36,yeah leave maybe 7ish
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,0,144,told dr appt next week thinks gon na die told check nothing worried n't listen
ham,You in your room? I need a few,0,30,room need
ham,I dont want to hear anything,0,28,dont want hear anything
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0,83,hey leave friday wait ask superior tell
ham,Ultimately tor motive tui achieve korli.,0,40,ultimately tor motive tui achieve korli
ham,From 5 to 2 only my work timing.,0,32,5 2 work timing
ham,… and don‘t worry we‘ll have finished by march … ish!,0,53,worry finished march ish
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0,116,house water dock boat rolled newscaster dabbles jazz flute behind wheel
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,160,congrats 2 mobile 3g videophones call 09063458130 videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,153,next amazing xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video
ham,Now thats going to ruin your thesis!,0,36,thats going ruin thesis
ham,In sch but neva mind u eat 1st lor..,0,36,sch neva mind eat 1st lor
ham,Hey whats up? U sleeping all morning?,0,37,hey whats sleeping morning
ham,Erm. I thought the contract ran out the4th of october.,0,54,erm thought contract ran the4th october
ham,I dunno until when... Lets go learn pilates...,0,46,dunno lets go learn pilates
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,1,133,subscribed best mobile content service uk 3 per ten days send stop 83435 helpline 08706091795
ham,Yup i'm elaborating on the safety aspects and some other issues..,0,65,yup elaborating safety aspects issues
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",1,130,3 free tarot texts find love life try 3 free text chance 85555 16 3 free msgs 1.50
ham,"Goodmorning, today i am late for 1hr.",0,37,goodmorning today late 1hr
ham,Hi happy birthday. Hi hi hi hi hi hi hi,0,39,hi happy birthday hi hi hi hi hi hi hi
ham,I will be outside office take all from there,0,44,outside office take
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,0,82,n't respond imma assume still asleep imma start calling shit
ham,"Aight, see you in a bit",0,23,aight see bit
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),0,155,superior telling friday leave department except leave way call waheed fathima hr conform
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1,153,join uk horniest dogging service sex 2nite sign follow instructions txt entry 69888 nyt.ec2a.3lp.msg 150p
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0,153,lol take member said aunt flow n't visit 6 months cause developed ovarian cysts bc way shrink
ham,Still work going on:)it is very small house.,0,44,still work going small house
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0,117,friend got says upping order grams got lt gt get
ham,Tmr timin still da same wat cos i got lesson until 6...,0,55,tmr timin still da wat cos got lesson 6
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0,124,thing apes fight death keep something minute let go thats
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,0,109,gon na able late notice home weeks anyway plans
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",0,65,got fujitsu ibm hp toshiba got lot model say
ham,Okie... Thanx...,0,16,okie thanx
ham,"Gosh that , what a pain. Spose I better come then.",0,50,gosh pain spose better come
ham,"As usual..iam fine, happy &amp; doing well..:)",0,46,usual iam fine happy amp well
ham,Okie,0,4,okie
ham,So when you gonna get rimac access ,0,35,gon na get rimac access
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,0,95,im arestaurant eating squid 10:30 wan na dosomething late
ham,You call times job today ok umma and ask them to speed up,0,57,call times job today ok umma ask speed
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,0,132,hello u.call wen finish wrk.i fancy meetin wiv tonite need break dabooks 4 hrs last nite+2 today wrk
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,0,56,sam eachother meet go 2 house
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,0,62,yeah lol luckily n't starring role like
ham,Hello madam how are you ?,0,25,hello madam
ham,"Awesome, text me when you're restocked",0,38,awesome text restocked
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,1,154,knock knock txt whose 80082 enter weekly draw 4 250 gift voucher 4 store yr choice cs www.tkls.com age16 stoptxtstop£1.50/week
ham,Yes. It's all innocent fun. O:-),0,32,yes innocent fun
ham,Thanks for sending this mental ability question..,0,49,thanks sending mental ability question
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0,243,sir hope day going smoothly really hoped wont bother bills ca n't settle month extra cash know challenging time also let know
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0,42,2marrow wed lt gt 2 aha
ham,I went to ur hon lab but no one is there.,0,41,went ur hon lab one
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0,81,hey pple 700 900 5 nights excellent location wif breakfast hamper
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,173,forwarded 21870000 hi mailbox messaging sms alert 40 matches please call back 09056242159 retrieve messages matches cc100p/min
ham,How come?,0,9,come
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,0,136,lol nah n't bad thanks good home quite reality check hows ur day anything website
ham,Ok lor...,0,9,ok lor
ham,I'm coming home 4 dinner.,0,25,coming home 4 dinner
ham,S da..al r above  &lt;#&gt;,0,27,da al lt gt
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",1,106,free ring tone text polys 87131 every week get new tone 0870737910216yrs 1.50/wk
ham,Unni thank you dear for the recharge..Rakhesh,0,45,unni thank dear recharge rakhesh
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0,115,know lacking particular dramastorm details part worried
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,0,65,haha cant tmr forfeit haha
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",0,139,hey glad better hear treated urself digi cam good 9pm fab new year coupla wks
ham,No way I'm going back there!,0,28,way going back
spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",1,153,"urgent mobile 077xxx 2,000 bonus caller prize 02/06/03 2nd attempt reach call 09066362206 asap box97n7qp 150ppm"
ham,I WILL CAL YOU SIR. In meeting,0,30,cal sir meeting
ham,"That's what I love to hear :V see you sundayish, then",0,53,love hear see sundayish
ham,"Sorry da thangam, very very sorry i am held up with prasad.",0,59,sorry da thangam sorry held prasad
ham,Tiwary to rcb.battle between bang and kochi.,0,44,tiwary rcb.battle bang kochi
ham,Thank god they are in bed!,0,26,thank god bed
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0,85,n't cancer moms making big deal regular checkup aka pap smear
ham,Am in gobi arts college,0,23,gobi arts college
ham,Why she wants to talk to me,0,27,wants talk
ham,Pandy joined 4w technologies today.he got job..,0,47,pandy joined 4w technologies today.he got job
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,146,guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p/mtmsgrcvd18
ham,"They can try! They can get lost, in fact. Tee hee",0,49,try get lost fact tee hee
ham,My friends use to call the same.,0,32,friends use call
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0,107,em olowoyey usc.edu great time argentina sad secretary everything blessing
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",0,46,taxt massage tie-pos argh ok lool
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",0,96,hi please get lt gt dollar loan i.ll pay back mid february pls
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0,157,might want pull case plan spending n't much confidence derek taylor money management
ham,Do you like shaking your booty on the dance floor?,0,50,like shaking booty dance floor
ham,"Text me when you get off, don't call, my phones having problems",0,63,text get n't call phones problems
ham,No need for the drug anymore.,0,29,need drug anymore
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,0,87,sorry da thought calling lot times lil busy.i call noon
ham,Its sarcasm.. .nt scarcasim,0,27,sarcasm nt scarcasim
ham,Great! I have to run now so ttyl!,0,33,great run ttyl
ham,Feel like trying kadeem again? :V,0,33,feel like trying kadeem
ham,Dai  &lt;#&gt;  naal eruku.,0,27,dai lt gt naal eruku
ham,Not yet chikku..wat abt u?,0,26,yet chikku wat abt
ham,Want to finally have lunch today?,0,33,want finally lunch today
ham,Do you know when dad will be back?,0,34,know dad back
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1,130,hello darling today would love chat dont tell look like sexy
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1,165,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates www.getzed.co.uk pobox 36504 w4 5wq norm 150p/tone 16
ham,He remains a bro amongst bros,0,29,remains bro amongst bros
ham,R u meeting da ge at nite tmr?,0,30,meeting da ge nite tmr
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",0,140,nice day impressively sensible went home early feel fine boring ca n't remember
ham,Why de. You looking good only:-)..,0,34,de looking good
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,1,162,wan na get laid 2nite want real dogging locations sent direct ur mobile join uk largest dogging network txt park 69696 nyt ec2a 3lp 1.50/msg
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,130,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,0,117,yes replied mail going management office later plus bank later also.or wednesday
ham,"That's cool, I'll come by like  &lt;#&gt; ish",0,45,cool come like lt gt ish
ham,Super msg da:)nalla timing.,0,27,super msg da nalla timing
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",0,153,good afternoon boytoy feeling today better hope good boy obedient slave please queen
ham,I am 6 ft. We will be a good combination!,0,41,6 ft good combination
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,0,136,sick needy want pouts stomps feet pouts stomps feet want slave want
ham,* Am on a train back from northampton so i'm afraid not!,0,56,train back northampton afraid
ham,Where in abj are you serving. Are you staying with dad or alone.,0,64,abj serving staying dad alone
ham,Was playng 9 doors game and gt racing on phone lol,0,50,playng 9 doors game gt racing phone lol
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",1,136,new tones week include 1 mcfly-all ab 2 sara jorge-shock 3 smith-switch order follow instructions next message
ham,I'm on da bus going home...,0,27,da bus going home
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0,106,got call landline number asked come anna nagar go afternoon
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,0,66,okay chasing dream good next
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,0,54,yupz oredi booked slots 4 weekends liao
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,1,157,urgent trying contact todays draw shows 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0,88,many model sony ericson also der lt gt luks good bt forgot modl
ham,Yes I know the cheesy songs from frosty the snowman :),0,54,yes know cheesy songs frosty snowman
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",0,56,ya ok vikky vl witin lt gt mins il reply
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,153,sports fans get latest sports news str 2 ur mobile 1 wk free plus free tone txt sport 8007 www.getzed.co.uk 0870141701216 norm 4txt/120p
ham,Hey tmr meet at bugis 930 ?,0,27,hey tmr meet bugis 930
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,158,urgent urgent 800 free flights europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,0,95,nice new shirts thing wear nudist themed mu
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,0,95,hey sexy buns day word morning ym think
ham,And whenever you and i see we can still hook up too.,0,52,whenever see still hook
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,0,80,nope going home go pump petrol lor like going 2 rain soon
ham,Can you use foreign stamps for whatever you send them off for? ,0,63,use foreign stamps whatever send
spam,FROM 88066 LOST £12 HELP,1,24,88066 lost 12 help
ham,Oh baby of the house. How come you dont have any new pictures on facebook,0,73,oh baby house come dont new pictures facebook
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",0,165,feb lt gt love day send dis ur valued frnds evn 3 comes back gt married person luv ignore dis lose ur luv 4 evr
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",0,169,hiya sorry n't hav signal n't seen heard neither unusual put case get sort hugs snogs
ham,"Omw back to tampa from west palm, you hear what happened?",0,57,omw back tampa west palm hear happened
ham,Yup no more already... Thanx 4 printing n handing it up.,0,56,yup already thanx 4 printing handing
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,1,156,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd 25p optout txt stop 83021 reply date
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,0,113,mean come chase stated watch many movies want
ham,S now only i took tablets . Reaction morning only.,0,50,took tablets reaction morning
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,160,great new offer double mins double txt best orange tariffs get latest camera phones 4 free call mobileupd8 free 08000839402 2stoptxt cs
ham,"Nah, I'm a perpetual DD",0,23,nah perpetual dd
ham,Sorry de i went to shop.,0,24,sorry de went shop
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,118,hope enjoyed new content text stop 61610 unsubscribe help:08712400602450p provided tones2you.co.uk
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,0,101,hey still want go yogasana coz end cine go bathe hav steam bath
ham,Nope i'm not drivin... I neva develop da photos lei...,0,54,nope drivin neva develop da photos lei
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,0,96,thinking going reg pract lessons flung advance haha wat time going
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,0,59,cool lt gt inches long hope like big
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,166,house-maid murderer coz man murdered lt gt th january public holiday govt.instituitions closed including post office understand
ham,Okie.. Thanx..,0,14,okie thanx
ham,Go where n buy? Juz buy when we get there lar.,0,46,go buy juz buy get lar
ham,I'm working technical support :)voice process.,0,46,working technical support voice process
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,0,84,justbeen overa week since broke already brains going mush
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",0,71,tunde wishing great day abiola
ham,Nope... C ü then...,0,19,nope
ham,No. But we'll do medical missions to nigeria,0,44,medical missions nigeria
ham,No i am not having not any movies in my laptop,0,46,movies laptop
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,1,151,urgent please call 09066612661 landline 5000 cash luxury 4 canary islands holiday await collection cs sae award 20m12aq 150ppm 16
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1,165,urgent please call 09066612661 landline complimentary 4 lux costa del sol holiday 1000 cash await collection ppm 150 sae cs james 28 eh74rr
ham,I havent lei.. Next mon can?,0,28,havent lei next mon
ham,Mm feeling sleepy. today itself i shall get that dear,0,53,mm feeling sleepy today shall get dear
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,0,82,dare stupid wont tell anything hear wont talk
ham,Do ü noe if ben is going?,0,25,noe ben going
ham,Can you do a mag meeting this avo at some point?,0,48,mag meeting avo point
ham,I meant middle left or right?,0,29,meant middle left right
ham,Really? I crashed out cuddled on my sofa.,0,41,really crashed cuddled sofa
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,0,99,hi chachi tried calling unable reach pl give missed cal tiz msg kanagu
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",0,55,sent prices mean lt gt
ham,Nothing. Can...,0,15,nothing
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,0,119,working ringing thing whole houseful screaming brats pulling hair loving
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,0,154,family responding anything room went home diwali one called coming makes feel like died
ham,"Tick, tick, tick ... Babe",0,25,tick tick tick babe
ham,R ü going 4 today's meeting?,0,28,going 4 today meeting
ham,K da:)how many page you want?,0,29,da many page want
ham,Ya had just now.onion roast.,0,28,ya now.onion roast
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,0,89,send number give reply tomorrow morning said like ok
ham,You said not now. No problem. When you can. Let me know.,0,56,said problem let know
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,0,53,ok tell half hr b4 come need 2 prepare
ham,Play w computer? Aiyah i tok 2 u lor?,0,37,play computer aiyah tok 2 lor
ham,Sat right? Okay thanks... ,0,26,sat right okay thanks
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",0,129,derp worse dude always wants party dude files complaint three drug abusers lives
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,0,69,ok chinese food way get fat paying lipo
ham,We r outside already.,0,21,outside already
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,0,89,good trip watch remember get back must decide easter
ham,Yo we are watching a movie on netflix,0,37,yo watching movie netflix
ham,What time. I‘m out until prob 3 or so,0,37,time prob 3
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",0,102,meh thgt clash really ah dun mind dun seen lost weight gee
ham,ARR birthday today:) i wish him to get more oscar.,0,50,arr birthday today wish get oscar
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",0,200,open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay
ham, and  picking them up from various points,0,41,picking various points
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,1,155,married local women looking discreet action 5 real matches instantly phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
ham,Wow v v impressed. Have funs shopping!,0,38,wow impressed funs shopping
ham,I am on the way to ur home,0,26,way ur home
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,1,141,burger king wan na play footy top stadium get 2 burger king 1st sept go large super coca-cola walk winner
ham,No problem. Talk to you later,0,29,problem talk later
ham,Then ur sis how?,0,16,ur sis
ham,Still in customer place,0,23,still customer place
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1,124,come takes little time child afraid dark become teenager wants stay night
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",0,46,dude knw also telugu thts gud gud nyt
ham,We confirm eating at esplanade?,0,31,confirm eating esplanade
ham,Send me your id and password,0,28,send id password
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,0,118,kind took garage centre part exhaust needs replacing part ordered taking fixed tomo morning
